acoustic_data,time_to_failure
2,6.1409987959
3,13.754997121
7,4.7795975555
4,7.8630993969
11,14.558295967
8,2.6802993261
6,5.4753965695
0,3.3244968129
8,8.3178981655
7,1.4145967523
3,7.6623981955
4,9.5383959812
6,1.0416992366
6,3.9495963163
3,6.7028981196
3,2.2716956374
4,4.6257979063
3,9.5079994222
8,7.4736961749
3,3.6273975213
2,0.33529593186
3,1.5444996509
5,0.69979608346
18,0.53679675669
5,9.5020989194
7,7.7956962863
3,3.1786990997
2,9.5292980625
8,7.161799622
4,1.5566963264
9,14.501898795
11,4.7475962303
7,7.5080972858
-2,3.6437966955
8,2.7097992167
5,1.3410973955
-2,1.4796988665
6,7.710399425
10,4.0549956609
8,3.8889996396
4,3.0038965984
3,13.222896193
9,2.5029977742
14,6.0142991327
0,12.849499756
9,0.68859969063
6,0.77679689487
13,5.3614988727
1,6.9965974941
4,13.574198818
9,2.9600970777
4,1.8045993947
1,0.43569843089
1,6.6133957631
6,5.4838987856
4,0.27089736154
4,9.2632989062
2,6.2407980104
7,8.6743964788
0,2.5525961546
-8,6.769697661
7,0.13589709436
3,0.36149993812
3,11.371599359
5,4.9515970937
4,0.78679836489
7,0.93639795036
3,3.5671997319
6,9.907698377
6,5.6846992992
-1,7.8794995882
8,10.706498203
6,9.0638977621
4,5.3342974651
7,1.9785974805
-34,11.556599102
2,2.588099642
7,10.609896426
2,5.4961993249
5,0.16149749301
6,8.2502989741
10,8.1580991437
11,4.2310955259
-3,7.0664986883
4,3.0936970721
3,0.20159904003
4,5.0365979572
-1,0.78609572531
5,4.1156979922
-4,1.5733962639
-2,7.3828968319
5,9.5175955523
3,6.2207966262
3,9.4697969735
3,9.5423980437
4,5.1087995034
3,1.3033964956
9,9.1291960342
3,14.618896887
6,3.1405979634
7,0.89699936547
6,8.2416967277
1,10.320898001
6,3.9332983704
3,7.2087997521
7,1.7935980888
1,10.731598851
6,7.8652976665
-1,6.7884978073
5,0.84439887897
5,2.380695935
6,8.5066959467
-2,9.417996165
7,1.4474979367
6,5.8535997785
4,6.1605977285
1,4.6061957053
3,2.3850984043
-16,0.31649571719
3,2.3573961514
-1,6.6951964377
4,10.495296007
0,4.2149988423
10,12.292899251
3,13.330395546
-3,10.754497732
4,7.9401975513
8,6.9446984875
8,4.7674972385
20,1.6464960678
0,0.26079660066
5,15.023197341
-3,2.4435956037
3,3.6724984057
2,3.5728974119
9,5.1231995307
6,4.2438997645
4,6.3907981512
8,5.2025998873
6,2.5444984991
2,2.8500991269
1,9.7499977588
2,4.7507960765
9,4.457798901
1,5.5574991526
4,0.030399278013
4,9.2881986994
-1,3.663099385
-2,2.7760973454
10,1.0869973438
5,6.4482994217
6,6.9920967301
4,13.431395926
-5,2.4195964142
6,12.744195731
4,4.0087958408
2,8.059798555
7,8.6297972
6,14.078398579
5,6.0626955234
7,1.655196751
7,12.219496347
2,5.3635983951
7,4.7241994315
8,1.6010999647
5,1.4078991306
-1,9.4265982575
3,4.5252987028
9,3.4292976871
9,4.9044985299
6,2.4434970581
2,5.1018985403
15,0.63269826517
10,6.0920979315
4,1.5927968738
3,2.2799994708
9,10.563098714
0,6.3435969065
5,5.373197182
5,3.816197416
3,5.5014961983
9,1.498695825
0,10.267095946
7,7.6810963785
8,11.414099045
11,3.2151974743
5,10.353398219
10,3.2909987167
9,7.9918971737
-5,1.9180997971
4,5.5891992214
4,0.58539888092
3,0.90509970948
3,9.4551964157
0,0.12719565901
5,7.8158983224
5,3.4542989402
-1,7.8581998665
5,6.163799283
4,8.3943965565
10,6.4592995951
2,2.5599980037
6,0.25809838355
3,8.4339976114
3,1.9604958735
0,2.9169971175
7,10.067098716
5,11.005098525
7,3.8576981754
6,0.59389591092
8,1.6247957808
0,0.74699699956
0,1.7428974238
-1,10.047099413
8,13.588999351
1,7.0995972152
10,0.55129879846
0,10.764199769
4,1.7243964539
1,7.1383962877
5,12.396099678
3,1.5950962795
3,9.2136983199
-9,7.0878993264
6,0.58809565886
4,10.234195717
2,4.4257984868
2,3.3562994759
4,8.3021977229
5,12.401496364
4,3.653196144
5,1.357199751
4,8.2954996619
2,3.1345980028
5,4.4411995967
4,5.531695906
1,5.4477982001
-5,3.8560987083
-1,0.85949771081
6,6.8923996336
7,8.4449955722
0,4.7475959865
2,1.8275977354
11,0.44379813076
8,5.6950983958
6,5.6360981352
11,3.70059846
5,2.9334975177
5,0.35869734606
6,14.694397639
8,4.7886986132
4,2.5866986529
10,3.8671989923
7,10.004899421
6,0.81829570266
5,6.7400999016
1,15.843599227
6,7.4266971147
12,4.212997207
8,10.104398865
5,6.9416986939
11,4.0612965759
7,7.4905975408
2,7.0708991489
2,2.4616973269
-1,0.53319724746
6,11.767398531
7,8.6046997642
-2,2.7176960143
3,5.4860973872
-3,8.8621980075
2,1.5247963466
-3,10.793996051
4,14.703898378
4,4.1385985292
7,11.153599115
-1,6.2605968555
0,2.1944965958
3,8.1467965536
5,10.205496297
4,7.1345976268
2,11.079097248
2,2.4756955515
6,9.9044959867
0,10.438397365
8,5.0641981061
3,5.9505999607
7,7.9913987565
2,2.4260968723
2,7.679896082
6,0.44639853771
5,3.8401969284
-1,5.4483997575
5,7.9433970574
19,5.5657967539
34,1.1956969001
7,3.5842983198
7,4.1234957733
6,9.2946972525
3,0.3234960312
4,2.4173991752
-1,1.4400967127
-3,8.3679978996
4,6.8171973718
6,12.026898753
-1,4.4981983719
4,0.8330955494
8,11.706798399
3,6.7405974323
11,8.7438956849
6,7.1899997947
10,10.899299225
-1,4.4970978747
1,8.4583988768
9,8.1477996805
1,0.45729856221
5,0.75169601283
14,4.4436991225
7,6.4041961359
-4,0.32939850801
6,12.740998661
215,0.31879735604
-8,5.2759980731
2,3.5197965695
4,7.114595817
18,4.760499465
9,3.3372964928
1,6.1052963682
11,5.9620987323
8,3.9316983276
6,2.9271975764
3,10.87639594
1,3.0957970315
7,6.5441981505
5,9.5504956525
0,6.1137970869
5,8.4549972264
3,10.135196838
2,4.7407978487
9,4.5653986282
0,7.9966973034
5,6.1083963207
0,10.192096769
12,6.8356972746
0,7.9109967755
12,6.0823996484
3,6.2696977509
14,5.2891979933
4,7.2953968536
6,2.1828993498
3,0.23039835055
8,2.9306966794
3,8.0336986586
5,3.1291995996
3,0.86199694716
5,14.444296589
3,5.8855995164
3,1.2221994913
3,9.3345963212
36,2.0052985105
10,10.283097435
5,8.8024968537
5,10.72149981
13,6.4131980459
21,7.7114987595
8,3.0568986362
9,10.935297872
12,4.0357973725
4,10.878499959
9,9.4052959006
5,6.3702968602
1,3.3877973138
2,2.4637965926
9,2.3732999083
15,8.7848984815
-6,8.2716962057
5,8.2422998741
6,8.7813963476
8,6.6132964334
-7,0.70659870276
8,2.2020967076
8,3.7808971945
6,2.3408986698
17,2.6819993406
10,1.9093966677
4,1.7882969063
6,2.4471985845
7,4.2955996685
6,2.4707956425
3,4.2989980137
2,0.78469737379
10,1.6513992445
0,5.7728998052
5,1.2549973463
0,0.41019832525
7,1.2438960866
4,7.5603957961
5,0.90499634184
4,14.219798913
9,9.7297993802
1,3.5219994695
0,0.8926981883
-3,2.7387993133
5,6.2345982762
3,5.7483959479
4,8.4226962362
32,2.7637986278
6,2.6345989382
11,9.3696997158
-2,5.6498967635
4,7.0049983558
7,6.2658997778
4,7.5975969038
4,8.431099096
6,0.83609723322
4,1.9392999229
8,1.4943989875
4,6.1301969723
5,6.2222969717
6,1.4459957949
8,13.185799473
8,12.106698074
11,11.791895619
6,2.8845985763
-1,3.516698178
2,11.324896917
4,1.0533964307
2,5.1993990726
5,2.7257988482
4,10.672997048
-9,10.683097382
-3,3.3111975738
2,2.6615958536
1,8.8360969841
2,6.7570982828
7,2.8030999574
2,6.5387970537
9,2.6408976171
4,6.0925966479
3,12.260097609
2,10.338397753
2,3.2143981491
7,2.3298994363
8,1.5828961209
9,4.5939967828
3,6.4175982877
5,10.686896211
7,2.3802978855
3,11.750297424
4,2.4227966817
0,4.6013974281
2,5.940398298
8,6.159296888
8,0.74859969145
4,2.5117967743
10,4.5937966258
16,0.32099989977
5,3.1270965119
6,11.769399572
-2,1.7790996649
9,5.4676978868
4,3.4576996255
9,14.846595861
13,6.6441990577
4,6.619297539
9,7.0915957608
8,4.3678988523
5,6.5745973223
-1,6.1473998518
7,4.6177993536
1,7.3378997969
3,12.869595852
2,9.2722980061
4,0.21339887844
1,7.3452981328
5,3.5920990331
3,8.4704961966
7,12.978097272
2,5.3640957411
4,0.097496054615
-1,9.9150962903
6,3.1009994935
1,6.9127959025
4,11.280098963
3,6.2547964777
5,7.1983968139
4,5.9219991573
14,7.5310981187
10,3.8225982505
6,12.870795875
7,7.2128997265
4,9.348798003
5,9.7948965598
0,8.3881964638
8,0.9203992949
6,4.9838979493
3,9.2813997279
4,6.1507970959
6,0.51719696256
6,2.0737962206
5,0.5809987262
-1,0.38089623047
4,5.4290997916
6,0.68109951236
7,3.6375987481
5,6.1960974846
5,4.868296158
-2,4.3773998827
-4,10.497097123
-27,1.5667962639
6,3.5299969254
1,0.86409908673
8,6.1313984647
5,5.2263978389
6,12.793198612
1,0.90659984727
8,3.2782955293
2,8.218096316
-9,3.9736999233
4,1.7588969978
5,13.713499119
1,7.1096973527
10,5.7254979141
-8,7.1480973355
13,4.6953977263
3,6.3925969549
5,6.5360985317
4,4.6024973148
1,7.0772995439
7,3.6931966399
6,3.90059826
4,0.80929781682
5,6.7292966347
1,6.727695499
6,3.2734979195
3,10.618299445
-1,0.13349880159
14,2.3440978774
1,10.14489683
2,0.60179590101
7,6.2893969351
10,9.8829970142
7,2.9132995877
4,13.526098127
-1,3.3062973562
10,5.9361956888
6,6.079298919
10,0.53059887017
3,2.2003981445
4,3.1228973934
0,6.3463961437
1,0.98649814843
6,2.2349993274
0,5.5546980171
9,4.7672980017
5,4.7892984882
6,7.1266971191
12,10.415997903
7,9.246597299
-1,2.018997442
7,8.5198974871
6,8.4364969006
-1,9.202196386
4,2.8169998145
6,6.4238988126
11,3.3219994695
7,12.898497607
1,16.012696035
8,0.13629572136
2,4.4604957657
1,7.378996979
4,5.6412962589
6,5.5940976618
10,1.1816960921
-2,7.4696961396
13,0.61019913379
7,3.905395506
2,8.4619962021
6,0.64029678461
0,9.3627957407
5,8.9860969105
9,6.5819994959
6,6.9129989975
0,4.4123981742
-3,2.0604982481
7,5.4568965078
7,4.6498992989
4,0.98909938497
4,10.475698653
1,2.2482990718
1,2.1504967062
7,7.8331986962
6,2.5710991335
2,2.4774961187
9,1.2554965924
4,3.7925986143
9,4.6235997014
9,2.4749985708
4,8.5257975791
7,1.1943977644
7,15.867996661
14,5.5472983855
5,5.3275997587
-21,5.5593978046
4,4.2299965862
3,5.8955978178
2,7.9650963757
8,2.8883979946
4,7.9403999449
4,11.880197053
6,7.0064971496
11,5.9010962134
0,2.976096014
8,9.0891956634
8,7.3157978637
7,4.1704983008
2,6.3000976666
-2,13.689096751
-1,10.873498248
5,3.5075984258
1,5.9674989887
5,6.3056990994
5,1.6727966579
6,4.3325976438
9,7.7380978223
4,5.8276988314
3,4.5475981374
5,7.526698612
6,11.884295898
4,13.834797565
4,6.6748987892
8,4.162395721
3,6.6299985421
9,10.922696046
7,1.3539983504
7,3.0749983812
9,8.7582968502
18,1.3668972983
11,1.2708974057
6,3.7697966131
4,3.6480975898
8,8.5647965397
3,14.83489791
6,4.873199446
1,9.9362987096
3,2.7766956952
-10,10.843799102
7,0.12779872036
0,1.5528972943
4,4.5703960733
3,10.169797034
2,5.5291998969
1,1.7386975984
5,8.2880955394
3,5.3540994295
1,0.85939838686
7,4.1974962327
17,2.156797664
20,2.1348962163
3,7.0665959623
2,14.403899356
4,2.3093983836
7,4.0310989164
5,2.0493987072
7,2.5232999105
4,5.3381984685
9,1.1981999403
20,7.6241975682
6,3.3495970429
8,12.30799613
0,7.8300988227
8,2.3191972297
4,7.1957978979
5,2.6659976958
4,2.1093962452
2,2.0918966942
0,8.1203994326
6,0.87099777184
3,6.8602962434
1,0.65719832171
-1,0.041995534589
6,0.23069898351
-1,12.14409721
7,4.5794993492
5,6.4313987016
11,2.9243994327
1,3.0738977142
3,6.9930991833
5,7.5736998907
3,11.895995994
5,2.319099172
6,0.7969986822
0,0.76889909171
9,5.5161956388
1,3.9410956222
3,0.45199710801
3,4.8215985567
5,11.190698168
4,1.3013956129
2,5.9493961583
2,5.3355976015
0,6.3579957192
8,7.878497324
8,5.614798837
1,2.0711990796
0,5.0907996923
2,14.246397766
0,7.2346981975
4,3.1218966689
1,1.3039964939
4,4.526799806
5,0.73649783592
8,2.9669961737
7,0.6947969981
6,14.174199778
10,6.3564991054
-4,0.85199778762
5,9.2881993978
6,7.1155996626
5,3.4942999865
2,0.61939897783
12,3.066999334
4,3.859699776
9,3.4175988859
8,7.8767997208
9,4.4023985644
-6,11.497196536
3,1.2205983463
7,7.9639998515
2,7.6091975906
5,13.670896215
4,9.1946963776
3,6.3541957067
5,8.2353997665
6,5.6930974457
7,7.8921996893
7,6.5627962593
7,10.424799557
8,5.8492960747
11,4.4672986015
7,6.3069964319
2,1.6805984067
2,7.6076955491
9,3.1049984453
5,5.8242962358
2,0.84599700003
0,7.4213973734
6,7.8354965401
8,1.756295916
10,4.1369991879
7,1.2927996273
2,2.0823990702
4,5.4838996229
0,5.26249804
-10,2.9366980706
4,7.7724973151
5,8.6839988255
1,8.3727988831
-2,9.9788995375
-1,1.4849976789
2,3.1297994925
8,6.5356994543
-5,0.42889849446
7,11.356796341
6,10.187499888
27,2.1968990095
6,7.8655967908
9,2.9615975278
3,5.6728964825
8,1.9647965299
-1,7.6145990396
5,7.4501996224
5,4.1974985603
12,1.9811963009
6,6.2734984058
6,15.027496789
3,10.517098388
6,11.019598633
7,6.0345990742
41,9.11919775
1,5.2919999115
5,7.8545990008
4,5.0083985971
9,7.9669964062
8,1.0742995104
9,4.201098545
6,4.3751982217
0,10.093798083
0,2.4973967261
11,1.4024979625
-7,4.3192994792
0,1.7205975643
3,2.0805972569
3,0.2159967528
1,1.5784957283
1,5.7918976873
0,7.6618997038
9,6.1847991705
5,3.1600968146
7,0.12999673053
9,13.642195729
2,15.321099063
7,3.8737989549
4,12.799495739
3,8.1342974649
4,1.8945997722
4,5.6289958998
0,6.1621966212
6,10.641696422
-2,1.6389977409
1,0.93799723641
5,6.281899131
6,6.2376983661
9,7.9821961981
2,1.1910981548
-10,2.3303976687
-1,9.5328956578
4,6.78789905
5,3.7035982212
3,3.1510956501
9,9.2275963
6,2.408398464
8,5.8198975392
7,0.18209953993
22,0.50279800394
0,4.5785967733
8,4.6162967747
30,5.3434983812
8,3.3215961136
5,3.5134974586
3,2.339297518
2,3.3671965294
-1,6.57089929
4,6.0776977017
7,0.95239836843
8,3.3126993747
6,3.3112983332
6,13.859296175
3,0.096895956568
11,1.9599978371
2,4.5535968348
4,3.4272966678
5,1.5538972426
3,5.0867974006
5,2.3486994063
2,8.2188993835
7,1.8115975579
2,7.4815958721
3,0.86659807889
6,2.813197006
5,0.057197143864
1,0.35329949527
5,0.17189724191
6,1.343495586
-51,0.58439833972
7,5.6546991943
3,7.0792978677
8,8.8422970988
1,2.691996751
51,0.96719802457
9,1.9274990624
4,3.8703991204
10,4.5678958944
5,7.6295996728
4,7.3736995024
0,3.4075977009
3,11.563197229
5,2.9168957147
4,2.1125984386
1,0.363895512
0,7.0879973148
7,3.2602955402
11,0.89219953745
12,6.976196998
0,4.0659989729
1,3.389495552
7,6.9878960568
4,2.4126986958
8,3.7144996598
3,8.5195974421
10,10.853595757
5,3.4165956921
1,4.5004980705
8,5.7686955775
8,0.28599919031
7,8.7035997144
2,8.0028960866
9,7.4782973694
2,2.9557976339
7,5.2801984373
4,2.5431960638
7,0.41989880914
3,2.5329984973
1,6.0558985296
4,6.2670965952
7,10.387496144
5,6.8869956644
0,1.987998179
9,0.32409900494
4,2.3153964137
1,6.2849995767
0,0.38049717881
3,7.5762963077
7,10.293699271
3,8.971095946
-1,5.5286958735
-1,1.3269992011
0,7.1634992145
3,1.927599077
-5,3.8852998412
11,3.4326980977
5,10.005899571
2,2.266999314
-3,6.65049951
14,1.2024976214
5,6.9610955266
3,14.643296553
7,1.5141989268
6,0.80449717666
2,0.47319680642
-16,6.956598398
1,4.6870964246
3,0.3670979232
3,4.4427973296
5,6.5046982274
2,13.516499683
4,7.3672962102
1,6.6815957568
-18,7.1974962049
13,3.7528980868
1,0.82949769264
7,11.876897394
8,2.0599962586
7,13.737998877
6,9.089897342
2,4.5234992182
5,10.784295848
2,7.8822979338
6,6.8239966688
5,4.2640993458
11,6.8947967998
7,6.0393957679
7,9.8414999247
0,12.607995799
4,7.8980969248
7,4.0390967283
4,7.2145964352
5,1.3980987977
7,0.91369669616
-3,10.927996932
-1,6.82939663
7,10.311998457
-17,1.9710972012
6,5.707397924
7,9.1356956381
8,2.2837995078
8,3.4803994288
8,4.7182993395
5,2.1143961375
6,4.525898314
2,1.3705992407
3,4.9486993292
1,11.571496384
2,6.1910979898
8,14.035799116
-8,5.4035997452
8,0.010095678433
2,6.4505969808
7,10.301195733
-1,9.143495805
19,7.9123970372
12,6.1920972349
4,5.8566976716
4,0.25479812813
0,2.1322974977
3,6.086197385
17,7.5400989777
2,9.7884983869
0,11.274299157
1,0.83819612681
8,6.6614979055
12,11.13019612
4,9.3972958274
-6,1.3333962915
3,4.0646975873
3,4.5046981163
13,6.415598762
7,4.6125971386
1,0.8990963656
1,0.90719589842
5,3.3270972887
6,10.777798377
6,11.01409624
2,1.1486966325
26,5.1337996447
1,3.0830972499
4,2.0295966941
2,5.6690979537
-7,1.8078958043
7,0.67589899422
1,0.28959966973
10,8.457697248
4,13.018597503
4,1.2509957249
1,2.3345982594
11,2.9078966551
4,2.0999969265
5,7.3764996699
7,8.3497977501
6,0.034798018364
6,10.636999918
2,1.6003958802
6,3.6857955689
41,0.31179837786
8,5.5430955555
0,9.5317986905
2,4.2040961771
2,7.0157966999
10,3.9148972319
8,9.900416353e-05
3,9.1487958954
-7,0.40389566037
7,7.0404957599
4,2.0220965969
5,8.0790967502
-15,2.9691975884
6,8.197599597
-3,2.419098959
8,10.011695826
4,3.9799999288
7,4.8545957935
7,5.8457975609
-6,3.119698823
6,4.5869974169
11,10.652297035
5,14.952996814
5,7.5330966342
-2,2.9126955555
10,3.3398997791
8,9.0668980504
7,6.1712967954
2,2.9845990885
-2,6.681399114
6,3.2803990658
3,2.71939735
4,1.9435981999
21,1.2384980992
-3,0.24769808151
4,3.4452961086
9,9.4589962377
8,11.316896358
-1,9.5218965687
7,10.727798584
3,2.9936962714
14,4.4715955878
13,1.7481977773
7,8.9986985453
10,3.3797963596
4,1.0937963383
3,5.7397977828
6,7.0487997315
31,4.0659964861
9,7.8996964089
5,1.275397258
5,7.2714997819
6,1.433396175
8,13.201798825
15,1.9041967949
7,8.8595977621
3,4.455598981
6,8.4449956543
6,11.818496725
6,2.8203980855
3,9.754796395
2,5.1173961371
3,4.8598988511
8,3.5005986118
8,3.1353957011
3,9.0370987607
0,1.7295975487
4,2.1639960289
2,5.7893964939
8,12.264199622
5,8.6194975056
2,7.9081997771
4,5.4921963149
1,4.4415969731
4,8.0310954922
6,3.869898408
2,1.011396298
-2,8.5656997718
7,6.476699838
0,6.6586993583
3,10.99169564
2,7.5496983317
4,7.0081976741
-11,8.5071957678
8,1.0524973751
6,3.5202971605
9,0.23489951656
2,9.4467971316
-8,7.5963981779
7,3.935198036
8,2.1871966629
4,10.085096131
7,9.5508998675
12,7.7466963046
17,4.2970967202
3,2.6984960462
5,10.906496818
1,7.0196997176
2,0.59639925695
3,1.2273955135
8,3.5756968126
1,5.081496679
4,7.3006986245
-3,0.66079617657
6,11.876898267
2,6.7686976434
9,6.0142974057
-2,4.856699389
5,6.7325983151
11,0.11549883801
2,0.18249591299
16,7.4623987532
6,9.0999973302
5,2.3620970795
5,0.70629733882
2,8.7736998561
-31,3.1639966797
5,1.8954961184
3,0.63629918287
1,2.9871981296
9,14.573199582
30,6.3702958724
6,10.574595518
3,6.6224964335
-7,6.164299575
1,10.243299111
7,6.7155965994
2,5.011497114
6,9.7436966222
3,4.4938989872
9,4.3458978402
-1,1.4311966997
4,3.7002959372
-1,9.7702989058
4,7.3679998536
-3,2.4765969831
2,4.8337998996
6,1.3481981715
3,7.3953978604
-2,6.2834992249
3,11.123797888
2,5.1375986848
5,7.1958970392
5,12.259897823
0,7.9081979533
13,5.4243962388
6,10.693699038
2,0.91449880133
27,3.1717976121
3,2.9564955042
11,8.4387975884
2,8.9987956095
7,0.0063963600956
-2,13.098399969
7,5.3991996882
3,10.214098451
6,7.9192997118
6,5.5973957227
4,15.270096331
11,7.8873964175
2,6.701099435
6,5.1822959101
4,7.2146990194
2,1.7829981713
10,3.4480990315
12,10.144797011
4,13.024099981
6,4.5909988537
7,11.407297112
7,8.5812968041
9,10.521896685
2,9.2625988368
3,4.8656975089
-1,9.6877986313
4,8.5551988108
5,3.1355972896
1,5.1020986675
2,1.991197134
1,0.89429935489
5,4.6655995899
4,10.814595981
4,14.070998865
6,8.850399673
7,0.19309574799
2,2.6903983086
0,5.8174966094
1,0.56999958916
-2,0.91049894566
2,0.092795839417
6,5.9690959154
2,3.0910962905
6,10.6347982
6,1.0179986236
10,0.28789753561
3,10.622699815
4,9.6372998683
7,6.4599993087
3,8.9136964969
3,3.7256960454
5,12.675097307
7,2.8121991343
6,7.9576997258
-5,2.3839981277
2,9.7532956567
9,0.18639854553
9,5.4674998529
4,11.118498179
2,8.465198456
6,13.843196748
8,2.8809984881
4,11.218397985
10,1.2878985571
1,9.4062972748
8,5.8290961341
7,6.6591977537
8,7.4320982364
6,0.46549742879
3,2.621296481
-3,0.28989551233
9,3.4809994591
6,10.232098307
7,8.0613961616
5,2.3062968294
2,1.898697456
3,0.98379624161
6,10.035299022
3,8.3242966366
2,3.1813977617
-1,1.4626997168
11,7.9220998826
5,6.1212998171
2,4.1384961141
10,2.4993962916
2,8.9412993725
8,2.5607992295
10,13.534797882
6,4.9757958272
7,0.66299677736
2,7.2383972885
5,8.7030957422
5,2.0680970955
1,2.1887962234
4,8.3864955058
7,3.0117968077
-1,9.8020990722
-3,8.2768975188
15,3.9309973508
6,11.425799427
5,3.9405992362
5,10.412899962
9,3.9602980428
-4,3.7984980684
9,7.6532955562
3,2.7169985451
11,9.2413972504
0,8.1688999311
5,0.18099794156
7,5.2797978722
7,4.3032999577
9,4.0952999274
4,13.236796726
5,10.172397353
9,2.5563980006
7,1.9392960832
3,4.0916974264
1,5.8875962647
1,6.8591967872
6,2.6910971407
5,6.0164994317
6,5.9254960661
5,4.2061955952
2,2.9163957322
5,2.8738961284
4,3.9965982704
3,6.0170998643
9,0.74809881236
3,8.5157999541
8,7.8491984494
4,2.3042959086
4,6.1946965567
8,3.1889960485
2,0.15639991217
1,8.5295959326
7,5.7700967935
2,0.46189743666
4,5.8520967961
11,0.0084957761683
8,7.8991957962
8,8.4274980958
3,7.9788977628
4,3.8314995415
10,7.6932987104
6,12.504698434
6,14.022996499
14,10.798097013
1,10.946099246
4,12.463197247
5,1.1072986396
2,0.83069564702
6,6.7031994073
7,4.0819999574
6,6.5878967153
-1,4.2002966108
10,2.3147995967
6,0.4234976658
0,7.2257968635
9,8.0273962989
7,1.0033958057
5,12.337596619
6,2.1536979878
2,1.4695990624
14,12.652496275
5,14.127298403
2,3.6772978631
0,2.9579988788
5,2.1659972748
7,6.2728999358
5,0.15159598669
19,5.6014985564
7,10.039396917
4,5.2520993011
2,2.4486958874
10,2.1901987884
10,3.6703996593
6,1.7237991252
3,9.5658990558
4,2.4828963366
6,8.92649992
18,7.2377980129
3,7.2498995973
11,3.6576960373
5,10.921598301
5,14.116698543
2,7.4506964565
6,6.4116986868
5,1.6370971986
6,2.6746969067
0,13.760299356
9,9.9452999271
4,7.7177966394
2,2.960599092
5,5.9232977872
6,4.4591987977
2,0.49319598225
3,2.9697958922
8,11.767296235
7,2.1226989979
1,7.2006965705
4,9.3477983287
4,3.3314965908
10,3.8755963827
5,7.2689989483
5,1.435395519
4,9.432796122
5,7.0581985604
7,9.8564976965
2,9.9331966808
7,8.715898153
1,6.2170970307
9,2.3775974341
4,4.4119988069
3,0.38249709219
6,4.9396998246
11,2.3530955786
3,6.9866980855
2,4.9928989945
-6,3.045699455
2,1.1608955949
1,2.0773973471
3,9.1451961518
-4,10.863997434
3,8.2570999643
2,3.0909967107
6,7.5768968405
6,2.8025980103
8,2.9270984008
3,8.3028994198
3,1.0453975861
17,2.1989985387
5,15.506297634
6,5.2786968668
-3,9.3830981427
-3,5.3647995531
8,12.169695928
4,3.7584985692
3,7.9139968366
6,6.6238986473
9,7.9986968107
7,0.25909749013
0,0.2181958783
1,4.3263973134
1,4.3495955923
4,6.1474990887
3,1.0062955722
3,0.033597924739
-4,7.592197301
7,8.5310964043
5,9.0551960869
7,0.85489621413
0,3.0393993264
4,10.159599464
9,7.6586972112
7,5.5099964551
1,5.0588959831
2,1.7928994445
4,3.4394961774
7,5.6327971653
4,0.46229776319
10,0.14969672298
7,11.98539821
4,3.0342983862
5,3.8765959251
3,14.002798303
4,1.2348958061
9,5.4821959567
5,10.268099623
2,2.5908960826
7,6.2711987363
8,1.2741979546
5,1.4941000051
6,7.7804984716
-3,2.3930986544
7,3.2979981909
3,12.813395614
2,4.9242959766
6,0.56049865002
9,2.3046987453
-4,4.7997965996
4,2.3371972999
6,6.4770996079
7,2.1184984659
7,9.5084982898
3,1.1102970779
5,6.5286979971
2,0.71799674812
12,10.428896479
-5,5.1752989937
5,10.210897626
4,3.1668968125
7,1.9029969405
6,0.65019745536
5,1.1328967272
3,3.4766998236
9,13.287897772
2,3.0994957394
2,6.7514967886
6,9.6723983602
5,7.2145955508
-4,5.4620974024
2,6.1255968526
2,12.919596937
6,7.8267998002
13,2.6469983246
9,1.9178991284
1,1.1598979317
2,2.8020990074
3,3.3464994177
9,2.4618988845
13,4.5072996949
2,7.5985972133
4,3.6819992944
24,3.297799532
-6,1.1640963814
1,2.9505973362
-2,6.4048959233
4,9.275096088
7,10.701795604
2,14.387998405
3,0.22819906559
9,7.7608992517
2,5.5538997326
6,7.6980969835
7,4.1755979744
7,4.5751955142
0,11.042999292
6,2.6100999612
9,6.9175988126
10,0.6053981938
9,0.63579995561
5,7.8133991338
1,6.8004959537
5,9.3479971043
3,9.3669970728
4,8.8849998805
2,11.143999111
5,6.3354999852
6,5.1741979971
5,0.10829855652
11,0.60089729702
4,3.8744990513
3,6.3393971514
0,7.6561980547
6,9.3297997
18,2.8032961627
7,9.3180994723
6,1.3648974697
7,0.45499582911
7,8.1209977665
5,2.5681986311
4,6.9925994535
0,1.4694998827
6,8.1252959406
2,7.6730987497
4,7.4545987093
7,6.9797969807
-1,4.3344957165
6,11.276896481
6,11.359799325
11,8.9249964367
5,2.2578965743
0,7.3209965976
6,8.3508968258
4,0.37849662162
7,2.8542978983
2,7.9953960626
8,13.444298661
5,7.0930960021
5,4.9256999277
4,7.9380982425
3,6.6281980867
4,7.8984978182
-1,6.2431978908
7,7.9637968891
3,1.2471995343
8,12.118499973
7,4.7194957213
6,4.2417979664
9,5.7279985439
9,10.927999731
3,6.7260982714
6,0.88369818225
-5,10.180998048
3,1.5871967809
3,4.053399817
4,9.4211986122
0,9.8512975157
7,2.9328991096
5,14.61349581
6,5.6860977656
8,2.2572989843
4,7.5996998041
2,1.3848992681
12,0.21469845771
2,8.7327963344
5,8.2765995247
6,1.2680972037
-37,1.108795823
5,7.8636976708
7,9.7424959626
9,3.0282955172
9,7.247599257
12,1.4768998611
8,4.5965957493
5,1.365198104
6,2.4782959934
3,13.531397296
8,0.48489552136
4,7.2214979261
7,0.21569791606
6,7.0634976925
8,7.3426988498
4,0.13589589316
